ID,Code,Headline,Source,Date,URL
TheEdge2018100818000197,197,Wegmans in a sweet spot amid US-China trade war,TheEdge,8/10/2018 18:00,https://www.klsescreener.com/v2/news/view/440502/wegmans-in-a-sweet-spot-amid-us-china-trade-war
TheEdge2018100819403379,3379,Pahang Crown Princess appointed Diversified Gateway chairperson,TheEdge,8/10/2018 19:40,https://www.klsescreener.com/v2/news/view/440534/pahang-crown-princess-appointed-diversified-gateway-chairperson
TheEdge2018100819405001,5001,Pahang Crown Princess appointed Diversified Gateway chairperson,TheEdge,8/10/2018 19:40,https://www.klsescreener.com/v2/news/view/440534/pahang-crown-princess-appointed-diversified-gateway-chairperson
TheEdge2018100822553379,3379,UEM Sunrise T7 Reach Energy MMC Corp Gamuda Diversified Gateway Solutions MCE Holdings and IHH Healthcare,TheEdge,8/10/2018 22:55,https://www.klsescreener.com/v2/news/view/440574/uem-sunrise-t7-reach-energy-mmc-corp-gamuda-diversified-gateway-solutions-mce-holdings-and-ihh-healthcare
TheEdge2018100822555001,5001,UEM Sunrise T7 Reach Energy MMC Corp Gamuda Diversified Gateway Solutions MCE Holdings and IHH Healthcare,TheEdge,8/10/2018 22:55,https://www.klsescreener.com/v2/news/view/440574/uem-sunrise-t7-reach-energy-mmc-corp-gamuda-diversified-gateway-solutions-mce-holdings-and-ihh-healthcare
TheEdge2018100910212828,2828,KLCI remains in the red in tandem with regional markets,TheEdge,9/10/2018 10:21,https://www.klsescreener.com/v2/news/view/440776/klci-remains-in-the-red-in-tandem-with-regional-markets
TheEdge2018100910214006,4006,KLCI remains in the red in tandem with regional markets,TheEdge,9/10/2018 10:21,https://www.klsescreener.com/v2/news/view/440776/klci-remains-in-the-red-in-tandem-with-regional-markets
TheEdge2018100911010192,192,Stock With Momentum: Inta Bina Group,TheEdge,9/10/2018 11:01,https://www.klsescreener.com/v2/news/view/440830/stock-with-momentum-inta-bina-group
TheEdge2018100913105827,5827,KLCI pares loss as region remains weaker,TheEdge,9/10/2018 13:10,https://www.klsescreener.com/v2/news/view/440900/klci-pares-loss-as-region-remains-weaker
TheEdge2018100913180075,75,Hovid Mexter Toyo Ink Sanbumi Spring Gallery,TheEdge,9/10/2018 13:18,https://www.klsescreener.com/v2/news/view/440902/hovid-mexter-toyo-ink-sanbumi-spring-gallery
TheEdge2018100913187165,7165,Hovid Mexter Toyo Ink Sanbumi Spring Gallery,TheEdge,9/10/2018 13:18,https://www.klsescreener.com/v2/news/view/440902/hovid-mexter-toyo-ink-sanbumi-spring-gallery
TheEdge2018100913187173,7173,Hovid Mexter Toyo Ink Sanbumi Spring Gallery,TheEdge,9/10/2018 13:18,https://www.klsescreener.com/v2/news/view/440902/hovid-mexter-toyo-ink-sanbumi-spring-gallery
TheEdge2018100913189113,9113,Hovid Mexter Toyo Ink Sanbumi Spring Gallery,TheEdge,9/10/2018 13:18,https://www.klsescreener.com/v2/news/view/440902/hovid-mexter-toyo-ink-sanbumi-spring-gallery
TheEdge2018100914000011,11,Insider Moves: Brite-Tech Bhd K-Star Sports Ltd Panpages Bhd D&O Green Technologies Bhd QES Group Bhd,TheEdge,9/10/2018 14:00,https://www.klsescreener.com/v2/news/view/440914/insider-moves-brite-tech-bhd-k-star-sports-ltd-panpages-bhd-d-o-green-technologies-bhd-qes-group-bhd
TheEdge2018100914000034,34,Insider Moves: Brite-Tech Bhd K-Star Sports Ltd Panpages Bhd D&O Green Technologies Bhd QES Group Bhd,TheEdge,9/10/2018 14:00,https://www.klsescreener.com/v2/news/view/440914/insider-moves-brite-tech-bhd-k-star-sports-ltd-panpages-bhd-d-o-green-technologies-bhd-qes-group-bhd
TheEdge2018100914000041,41,Insider Moves: Brite-Tech Bhd K-Star Sports Ltd Panpages Bhd D&O Green Technologies Bhd QES Group Bhd,TheEdge,9/10/2018 14:00,https://www.klsescreener.com/v2/news/view/440914/insider-moves-brite-tech-bhd-k-star-sports-ltd-panpages-bhd-d-o-green-technologies-bhd-qes-group-bhd
TheEdge2018100914000196,196,Insider Moves: Brite-Tech Bhd K-Star Sports Ltd Panpages Bhd D&O Green Technologies Bhd QES Group Bhd,TheEdge,9/10/2018 14:00,https://www.klsescreener.com/v2/news/view/440914/insider-moves-brite-tech-bhd-k-star-sports-ltd-panpages-bhd-d-o-green-technologies-bhd-qes-group-bhd
TheEdge2018100914005172,5172,Insider Moves: Brite-Tech Bhd K-Star Sports Ltd Panpages Bhd D&O Green Technologies Bhd QES Group Bhd,TheEdge,9/10/2018 14:00,https://www.klsescreener.com/v2/news/view/440914/insider-moves-brite-tech-bhd-k-star-sports-ltd-panpages-bhd-d-o-green-technologies-bhd-qes-group-bhd
TheEdge2018100914007204,7204,Insider Moves: Brite-Tech Bhd K-Star Sports Ltd Panpages Bhd D&O Green Technologies Bhd QES Group Bhd,TheEdge,9/10/2018 14:00,https://www.klsescreener.com/v2/news/view/440914/insider-moves-brite-tech-bhd-k-star-sports-ltd-panpages-bhd-d-o-green-technologies-bhd-qes-group-bhd
TheEdge2018100916000085,85,Property Briefs,TheEdge,9/10/2018 16:00,https://www.klsescreener.com/v2/news/view/440966/property-briefs
TheEdge2018100916005207,5207,Property Briefs,TheEdge,9/10/2018 16:00,https://www.klsescreener.com/v2/news/view/440966/property-briefs
TheEdge2018100918249571,9571,Mitrajaya bags RM100m contract to build hospital in Kuala Lumpur,TheEdge,9/10/2018 18:24,https://www.klsescreener.com/v2/news/view/441050/mitrajaya-bags-rm100m-contract-to-build-hospital-in-kuala-lumpur
TheEdge2018100918390120,120,Visdynamics external auditors resign,TheEdge,9/10/2018 18:39,https://www.klsescreener.com/v2/news/view/441058/visdynamics-external-auditors-resign
TheEdge2018100922095068,5068,Luster Industries to raise up to RM17m via private placement,TheEdge,9/10/2018 22:09,https://www.klsescreener.com/v2/news/view/441102/luster-industries-to-raise-up-to-rm17m-via-private-placement
TheEdge2018100923580120,120,Nestle Hibiscus Petroleum Pestech Mitrajaya Kelington Visdynamics and Luster Industries,TheEdge,9/10/2018 23:58,https://www.klsescreener.com/v2/news/view/441170/nestle-hibiscus-petroleum-pestech-mitrajaya-kelington-visdynamics-and-luster-industries
TheEdge2018100923585068,5068,Nestle Hibiscus Petroleum Pestech Mitrajaya Kelington Visdynamics and Luster Industries,TheEdge,9/10/2018 23:58,https://www.klsescreener.com/v2/news/view/441170/nestle-hibiscus-petroleum-pestech-mitrajaya-kelington-visdynamics-and-luster-industries
TheEdge2018100923589571,9571,Nestle Hibiscus Petroleum Pestech Mitrajaya Kelington Visdynamics and Luster Industries,TheEdge,9/10/2018 23:58,https://www.klsescreener.com/v2/news/view/441170/nestle-hibiscus-petroleum-pestech-mitrajaya-kelington-visdynamics-and-luster-industries
TheEdge2018101000305129,5129,Health Ministry warns public of poisonous skincare products,TheEdge,10/10/2018 0:30,https://www.klsescreener.com/v2/news/view/441204/health-ministry-warns-public-of-poisonous-skincare-products
TheEdge2018101006250120,120,KLCI seen trending sideways hurdle at 1780,TheEdge,10/10/2018 6:25,https://www.klsescreener.com/v2/news/view/441226/klci-seen-trending-sideways-hurdle-at-1-780
TheEdge2018101006255068,5068,KLCI seen trending sideways hurdle at 1780,TheEdge,10/10/2018 6:25,https://www.klsescreener.com/v2/news/view/441226/klci-seen-trending-sideways-hurdle-at-1-780
TheEdge2018101006259571,9571,KLCI seen trending sideways hurdle at 1780,TheEdge,10/10/2018 6:25,https://www.klsescreener.com/v2/news/view/441226/klci-seen-trending-sideways-hurdle-at-1-780
TheEdge2018101009279571,9571,Mitrajaya jumps 8.75% on bagging RM99.9m hospital job,TheEdge,10/10/2018 9:27,https://www.klsescreener.com/v2/news/view/441352/mitrajaya-jumps-8-75-on-bagging-rm99-9m-hospital-job
TheEdge2018101009520120,120,Visdynamics falls 2.90% after external auditors resign,TheEdge,10/10/2018 9:52,https://www.klsescreener.com/v2/news/view/441358/visdynamics-falls-2-90-after-external-auditors-resign
TheEdge2018101010165068,5068,Luster Industries to raise up to RM17m via private placement,TheEdge,10/10/2018 10:16,https://www.klsescreener.com/v2/news/view/441378/luster-industries-to-raise-up-to-rm17m-via-private-placement
TheEdge2018101010237149,7149,KLCI reverses early gains as sentiment turns tepid,TheEdge,10/10/2018 10:23,https://www.klsescreener.com/v2/news/view/441384/klci-reverses-early-gains-as-sentiment-turns-tepid
TheEdge2018101010239601,9601,KLCI reverses early gains as sentiment turns tepid,TheEdge,10/10/2018 10:23,https://www.klsescreener.com/v2/news/view/441384/klci-reverses-early-gains-as-sentiment-turns-tepid
TheEdge2018101011060075,75,Stock With Momentum: Mexter Technology,TheEdge,10/10/2018 11:06,https://www.klsescreener.com/v2/news/view/441436/stock-with-momentum-mexter-technology
TheEdge2018101011067173,7173,Stock With Momentum: Toyo Ink Group,TheEdge,10/10/2018 11:06,https://www.klsescreener.com/v2/news/view/441438/stock-with-momentum-toyo-ink-group
TheEdge2018101011515068,5068,Luster falls 5.26% on private placement plan,TheEdge,10/10/2018 11:51,https://www.klsescreener.com/v2/news/view/441458/luster-falls-5-26-on-private-placement-plan
TheEdge2018101013105129,5129,KLCI slumps 1.1% as investors fret ahead of 11MP review Budget 2019,TheEdge,10/10/2018 13:10,https://www.klsescreener.com/v2/news/view/441514/klci-slumps-1-1-as-investors-fret-ahead-of-11mp-review-budget-2019
TheEdge2018101013107099,7099,KLCI slumps 1.1% as investors fret ahead of 11MP review Budget 2019,TheEdge,10/10/2018 13:10,https://www.klsescreener.com/v2/news/view/441514/klci-slumps-1-1-as-investors-fret-ahead-of-11mp-review-budget-2019
TheEdge2018101013109601,9601,KLCI slumps 1.1% as investors fret ahead of 11MP review Budget 2019,TheEdge,10/10/2018 13:10,https://www.klsescreener.com/v2/news/view/441514/klci-slumps-1-1-as-investors-fret-ahead-of-11mp-review-budget-2019
TheEdge2018101013480075,75,Merge Energy Mexter Focus Dynamics Hovid,TheEdge,10/10/2018 13:48,https://www.klsescreener.com/v2/news/view/441532/merge-energy-mexter-focus-dynamics-hovid
TheEdge2018101016007034,7034,Hurt by higher raw material costs plastic packaging makers look for resin relief,TheEdge,10/10/2018 16:00,https://www.klsescreener.com/v2/news/view/441594/hurt-by-higher-raw-material-costs-plastic-packaging-makers-look-for-resin-relief
TheEdge2018101016007247,7247,Hurt by higher raw material costs plastic packaging makers look for resin relief,TheEdge,10/10/2018 16:00,https://www.klsescreener.com/v2/news/view/441594/hurt-by-higher-raw-material-costs-plastic-packaging-makers-look-for-resin-relief
TheEdge2018101016007248,7248,Hurt by higher raw material costs plastic packaging makers look for resin relief,TheEdge,10/10/2018 16:00,https://www.klsescreener.com/v2/news/view/441594/hurt-by-higher-raw-material-costs-plastic-packaging-makers-look-for-resin-relief
TheEdge2018101016007285,7285,Hurt by higher raw material costs plastic packaging makers look for resin relief,TheEdge,10/10/2018 16:00,https://www.klsescreener.com/v2/news/view/441594/hurt-by-higher-raw-material-costs-plastic-packaging-makers-look-for-resin-relief
TheEdge2018101017007323,7323,SST exemption not expected to do much to correct property imbalance,TheEdge,10/10/2018 17:00,https://www.klsescreener.com/v2/news/view/441634/sst-exemption-not-expected-to-do-much-to-correct-property-imbalance
TheEdge2018101019097004,7004,MCE to use Shanghai SIIC’s window regulators technology,TheEdge,10/10/2018 19:09,https://www.klsescreener.com/v2/news/view/441684/mce-to-use-shanghai-siic-s-window-regulators-technology
TheEdge2018101020515104,5104,CNI Holdings suspends MLM business in Myanmar,TheEdge,10/10/2018 20:51,https://www.klsescreener.com/v2/news/view/441706/cni-holdings-suspends-mlm-business-in-myanmar
TheEdge2018101022220038,38,Plastrade to diversify into ICT via acquisition,TheEdge,10/10/2018 22:22,https://www.klsescreener.com/v2/news/view/441736/plastrade-to-diversify-into-ict-via-acquisition
TheEdge2018101023560092,92,LPI Capital Top Glove Red Ideas MCE MAHB Gamuda MMC Corp CNI Holdings and mTouche Technology,TheEdge,10/10/2018 23:56,https://www.klsescreener.com/v2/news/view/441746/lpi-capital-top-glove-red-ideas-mce-mahb-gamuda-mmc-corp-cni-holdings-and-mtouche-technology
TheEdge2018101023565104,5104,LPI Capital Top Glove Red Ideas MCE MAHB Gamuda MMC Corp CNI Holdings and mTouche Technology,TheEdge,10/10/2018 23:56,https://www.klsescreener.com/v2/news/view/441746/lpi-capital-top-glove-red-ideas-mce-mahb-gamuda-mmc-corp-cni-holdings-and-mtouche-technology
TheEdge2018101023567004,7004,LPI Capital Top Glove Red Ideas MCE MAHB Gamuda MMC Corp CNI Holdings and mTouche Technology,TheEdge,10/10/2018 23:56,https://www.klsescreener.com/v2/news/view/441746/lpi-capital-top-glove-red-ideas-mce-mahb-gamuda-mmc-corp-cni-holdings-and-mtouche-technology
TheEdge2018101023567191,7191,LPI Capital Top Glove Red Ideas MCE MAHB Gamuda MMC Corp CNI Holdings and mTouche Technology,TheEdge,10/10/2018 23:56,https://www.klsescreener.com/v2/news/view/441746/lpi-capital-top-glove-red-ideas-mce-mahb-gamuda-mmc-corp-cni-holdings-and-mtouche-technology
TheEdge2018101105565104,5104,KLCI to track global losses hurdle at 1750,TheEdge,11/10/2018 5:56,https://www.klsescreener.com/v2/news/view/441850/klci-to-track-global-losses-hurdle-at-1-750
TheEdge2018101105567004,7004,KLCI to track global losses hurdle at 1750,TheEdge,11/10/2018 5:56,https://www.klsescreener.com/v2/news/view/441850/klci-to-track-global-losses-hurdle-at-1-750
TheEdge2018101108597191,7191,Top Glove shareholders remove Adventa Capital director from board,TheEdge,11/10/2018 8:59,https://www.klsescreener.com/v2/news/view/441936/top-glove-shareholders-remove-adventa-capital-director-from-board
TheEdge2018101109245104,5104,CNI falls 7.14% on suspending MLM activities in Myanmar,TheEdge,11/10/2018 9:24,https://www.klsescreener.com/v2/news/view/441956/cni-falls-7-14-on-suspending-mlm-activities-in-myanmar
TheEdge2018101110129571,9571,Mitrajaya property unit prospects dampened by market weakness,TheEdge,11/10/2018 10:12,https://www.klsescreener.com/v2/news/view/442024/mitrajaya-property-unit-prospects-dampened-by-market-weakness
TheEdge2018101114005172,5172,Off-Market Trades: Country Heights Holdings Bhd K-Star Sports Ltd Sinmah Capital Bhd Euro Holdings Bhd Nextgreen Global Bhd,TheEdge,11/10/2018 14:00,https://www.klsescreener.com/v2/news/view/442106/off-market-trades-country-heights-holdings-bhd-k-star-sports-ltd-sinmah-capital-bhd-euro-holdings-bhd-nextgreen-global-bhd
TheEdge2018101114009776,9776,Off-Market Trades: Country Heights Holdings Bhd K-Star Sports Ltd Sinmah Capital Bhd Euro Holdings Bhd Nextgreen Global Bhd,TheEdge,11/10/2018 14:00,https://www.klsescreener.com/v2/news/view/442106/off-market-trades-country-heights-holdings-bhd-k-star-sports-ltd-sinmah-capital-bhd-euro-holdings-bhd-nextgreen-global-bhd
TheEdge2018101116166912,6912,Pasdec unit bags RM380 mil contract from Nissan South Africa,TheEdge,11/10/2018 16:16,https://www.klsescreener.com/v2/news/view/442204/pasdec-unit-bags-rm380-mil-contract-from-nissan-south-africa
TheEdge2018101119427097,7097,Ta Win partners China HK firms in new copper rod business,TheEdge,11/10/2018 19:42,https://www.klsescreener.com/v2/news/view/442300/ta-win-partners-china-hk-firms-in-new-copper-rod-business
TheEdge2018101120070051,51,Cuscapi buys commercial space at Empire City for RM20m,TheEdge,11/10/2018 20:07,https://www.klsescreener.com/v2/news/view/442318/cuscapi-buys-commercial-space-at-empire-city-for-rm20m
TheEdge2018101122280051,51,Pasdec Barakah Top Glove Revenue Group Ta Win Cuscapi Supermax Orion IXL and Kerjaya Prospek,TheEdge,11/10/2018 22:28,https://www.klsescreener.com/v2/news/view/442404/pasdec-barakah-top-glove-revenue-group-ta-win-cuscapi-supermax-orion-ixl-and-kerjaya-prospek
TheEdge2018101122286912,6912,Pasdec Barakah Top Glove Revenue Group Ta Win Cuscapi Supermax Orion IXL and Kerjaya Prospek,TheEdge,11/10/2018 22:28,https://www.klsescreener.com/v2/news/view/442404/pasdec-barakah-top-glove-revenue-group-ta-win-cuscapi-supermax-orion-ixl-and-kerjaya-prospek
TheEdge2018101122287097,7097,Pasdec Barakah Top Glove Revenue Group Ta Win Cuscapi Supermax Orion IXL and Kerjaya Prospek,TheEdge,11/10/2018 22:28,https://www.klsescreener.com/v2/news/view/442404/pasdec-barakah-top-glove-revenue-group-ta-win-cuscapi-supermax-orion-ixl-and-kerjaya-prospek
TheEdge2018101123113514,3514,PTP eyes 7% growth in container volume this year,TheEdge,11/10/2018 23:11,https://www.klsescreener.com/v2/news/view/442408/ptp-eyes-7-growth-in-container-volume-this-year
TheEdge2018101206560051,51,KLCI seen trading range bound hurdle at 1700,TheEdge,12/10/2018 6:56,https://www.klsescreener.com/v2/news/view/442490/klci-seen-trading-range-bound-hurdle-at-1-700
TheEdge2018101206566912,6912,KLCI seen trading range bound hurdle at 1700,TheEdge,12/10/2018 6:56,https://www.klsescreener.com/v2/news/view/442490/klci-seen-trading-range-bound-hurdle-at-1-700
TheEdge2018101206567097,7097,KLCI seen trading range bound hurdle at 1700,TheEdge,12/10/2018 6:56,https://www.klsescreener.com/v2/news/view/442490/klci-seen-trading-range-bound-hurdle-at-1-700
TheEdge2018101210187004,7004,KLCI stages technical rebound reverses earlier loss,TheEdge,12/10/2018 10:18,https://www.klsescreener.com/v2/news/view/442640/klci-stages-technical-rebound-reverses-earlier-loss
TheEdge2018101210276491,6491,El Nino event may lend support to CPO prices in 4Q,TheEdge,12/10/2018 10:27,https://www.klsescreener.com/v2/news/view/442652/el-nino-event-may-lend-support-to-cpo-prices-in-4q
TheEdge2018101210298176,8176,ATA IMS 2QFY19 results expected to be in line on new assembly lines,TheEdge,12/10/2018 10:29,https://www.klsescreener.com/v2/news/view/442662/ata-ims-2qfy19-results-expected-to-be-in-line-on-new-assembly-lines
TheEdge2018101213100006,6,KLCI up 0.79% in technical rebound Maybank and TNB lift,TheEdge,12/10/2018 13:10,https://www.klsescreener.com/v2/news/view/442742/klci-up-0-79-in-technical-rebound-maybank-and-tnb-lift
TheEdge2018101213105135,5135,KLCI up 0.79% in technical rebound Maybank and TNB lift,TheEdge,12/10/2018 13:10,https://www.klsescreener.com/v2/news/view/442742/klci-up-0-79-in-technical-rebound-maybank-and-tnb-lift
TheEdge2018101213107191,7191,KLCI up 0.79% in technical rebound Maybank and TNB lift,TheEdge,12/10/2018 13:10,https://www.klsescreener.com/v2/news/view/442742/klci-up-0-79-in-technical-rebound-maybank-and-tnb-lift
TheEdge2018101213159148,9148,Focus Dynamics Advanced Packaging Merge Energy Permaju,TheEdge,12/10/2018 13:15,https://www.klsescreener.com/v2/news/view/442746/focus-dynamics-advanced-packaging-merge-energy-permaju
TheEdge2018101215005517,5517,Cover Story: Tapping the demand for food,TheEdge,12/10/2018 15:00,https://www.klsescreener.com/v2/news/view/442786/cover-story-tapping-the-demand-for-food
TheEdge2018101216005169,5169,SoHo SoVo SoLo or SoFo?,TheEdge,12/10/2018 16:00,https://www.klsescreener.com/v2/news/view/442798/soho-sovo-solo-or-sofo
TheEdge2018101221405166,5166,Ministers cannot bring spouses along for less-than-a-week overseas trips — Azmin,TheEdge,12/10/2018 21:40,https://www.klsescreener.com/v2/news/view/442908/ministers-cannot-bring-spouses-along-for-less-than-a-week-overseas-trips-azmin
TheEdge2018101221550103,103,MNC’s external auditor resigns over fees,TheEdge,12/10/2018 21:55,https://www.klsescreener.com/v2/news/view/442916/mnc-s-external-auditor-resigns-over-fees
TheEdge2018101222233883,3883,OSK Holdings FGV Holdings Hibiscus Petroleum Alam Maritim Muda Holdings Vertice and MyEG,TheEdge,12/10/2018 22:23,https://www.klsescreener.com/v2/news/view/442932/osk-holdings-fgv-holdings-hibiscus-petroleum-alam-maritim-muda-holdings-vertice-and-myeg
TheEdge2018101222435166,5166,Azmin confident of retaining PKR Deputy presidency,TheEdge,12/10/2018 22:43,https://www.klsescreener.com/v2/news/view/442940/azmin-confident-of-retaining-pkr-deputy-presidency
TheEdge2018101416162135,2135,Health ministry operators of food premises to talk on special smoking rooms,TheEdge,14/10/2018 16:16,https://www.klsescreener.com/v2/news/view/443234/health-ministry-operators-of-food-premises-to-talk-on-special-smoking-rooms
TheEdge2018101506233883,3883,KLCI seen holding on to gains support at 1730,TheEdge,15/10/2018 6:23,https://www.klsescreener.com/v2/news/view/443306/klci-seen-holding-on-to-gains-support-at-1-730
TheEdge2018101506235053,5053,KLCI seen holding on to gains support at 1730,TheEdge,15/10/2018 6:23,https://www.klsescreener.com/v2/news/view/443306/klci-seen-holding-on-to-gains-support-at-1-730
TheEdge2018101509157248,7248,KLCI ticks higher as select blue chips lift,TheEdge,15/10/2018 9:15,https://www.klsescreener.com/v2/news/view/443404/klci-ticks-higher-as-select-blue-chips-lift
TheEdge2018101510149148,9148,Stock With Momentum: Advanced Packaging Technology,TheEdge,15/10/2018 10:14,https://www.klsescreener.com/v2/news/view/443442/stock-with-momentum-advanced-packaging-technology
TheEdge2018101511295020,5020,Introduction of new taxes could further impact property sector says TA Securities,TheEdge,15/10/2018 11:29,https://www.klsescreener.com/v2/news/view/443486/introduction-of-new-taxes-could-further-impact-property-sector-says-ta-securities
TheEdge2018101511295084,5084,Introduction of new taxes could further impact property sector says TA Securities,TheEdge,15/10/2018 11:29,https://www.klsescreener.com/v2/news/view/443486/introduction-of-new-taxes-could-further-impact-property-sector-says-ta-securities
TheEdge2018101512000032,32,The Week Ahead: 11mp China GDP and MRT2 project in focus,TheEdge,15/10/2018 12:00,https://www.klsescreener.com/v2/news/view/443496/the-week-ahead-11mp-china-gdp-and-mrt2-project-in-focus
TheEdge2018101512000048,48,The Week Ahead: 11mp China GDP and MRT2 project in focus,TheEdge,15/10/2018 12:00,https://www.klsescreener.com/v2/news/view/443496/the-week-ahead-11mp-china-gdp-and-mrt2-project-in-focus
TheEdge2018101512004944,4944,The Week Ahead: 11mp China GDP and MRT2 project in focus,TheEdge,15/10/2018 12:00,https://www.klsescreener.com/v2/news/view/443496/the-week-ahead-11mp-china-gdp-and-mrt2-project-in-focus
TheEdge2018101513157120,7120,Acoustech Merge Energy,TheEdge,15/10/2018 13:15,https://www.klsescreener.com/v2/news/view/443538/acoustech-merge-energy
TheEdge2018101516495191,5191,Guan Eng : Tax exemption for industrial estates not taken up,TheEdge,15/10/2018 16:49,https://www.klsescreener.com/v2/news/view/443644/guan-eng-tax-exemption-for-industrial-estates-not-taken-up
TheEdge2018101519217179,7179,Doh Properties to return DBE Gurney shares as conditional offer closes,TheEdge,15/10/2018 19:21,https://www.klsescreener.com/v2/news/view/443710/doh-properties-to-return-dbe-gurney-shares-as-conditional-offer-closes
TheEdge2018101519345280,5280,KiP REIT reports marginal NPI growth in 1Q,TheEdge,15/10/2018 19:34,https://www.klsescreener.com/v2/news/view/443712/kip-reit-reports-marginal-npi-growth-in-1q
TheEdge2018101519427121,7121,Xian Leng inks MoU to participate in Peoples Housing Programme in Kedah,TheEdge,15/10/2018 19:42,https://www.klsescreener.com/v2/news/view/443718/xian-leng-inks-mou-to-participate-in-people-s-housing-programme-in-kedah
TheEdge2018101522425280,5280,Ideal United Bintang Hovid Aturmaju KIP REIT Berjaya Media Xian Leng Diversified Gateway and DBE Gurney,TheEdge,15/10/2018 22:42,https://www.klsescreener.com/v2/news/view/443762/ideal-united-bintang-hovid-aturmaju-kip-reit-berjaya-media-xian-leng-diversified-gateway-and-dbe-gurney
TheEdge2018101522427121,7121,Ideal United Bintang Hovid Aturmaju KIP REIT Berjaya Media Xian Leng Diversified Gateway and DBE Gurney,TheEdge,15/10/2018 22:42,https://www.klsescreener.com/v2/news/view/443762/ideal-united-bintang-hovid-aturmaju-kip-reit-berjaya-media-xian-leng-diversified-gateway-and-dbe-gurney
TheEdge2018101522427179,7179,Ideal United Bintang Hovid Aturmaju KIP REIT Berjaya Media Xian Leng Diversified Gateway and DBE Gurney,TheEdge,15/10/2018 22:42,https://www.klsescreener.com/v2/news/view/443762/ideal-united-bintang-hovid-aturmaju-kip-reit-berjaya-media-xian-leng-diversified-gateway-and-dbe-gurney
TheEdge2018101605420131,131,KLCI to stay lacklustre in line with global markets’ decline,TheEdge,16/10/2018 5:42,https://www.klsescreener.com/v2/news/view/443850/klci-to-stay-lacklustre-in-line-with-global-markets-decline
TheEdge2018101605427121,7121,KLCI to stay lacklustre in line with global markets’ decline,TheEdge,16/10/2018 5:42,https://www.klsescreener.com/v2/news/view/443850/klci-to-stay-lacklustre-in-line-with-global-markets-decline
TheEdge2018101605427179,7179,KLCI to stay lacklustre in line with global markets’ decline,TheEdge,16/10/2018 5:42,https://www.klsescreener.com/v2/news/view/443850/klci-to-stay-lacklustre-in-line-with-global-markets-decline
TheEdge2018101609319687,9687,Ideal United Bintang rises 3.28% as major shareholders plan asset injection,TheEdge,16/10/2018 9:31,https://www.klsescreener.com/v2/news/view/443970/ideal-united-bintang-rises-3-28-as-major-shareholders-plan-asset-injection
TheEdge2018101609360131,131,DGSB falls 8.33% on share capital reduction plan,TheEdge,16/10/2018 9:36,https://www.klsescreener.com/v2/news/view/443974/dgsb-falls-8-33-on-share-capital-reduction-plan
TheEdge2018101609397179,7179,MGO for DBE fails to meet 50% acceptance level,TheEdge,16/10/2018 9:39,https://www.klsescreener.com/v2/news/view/443980/mgo-for-dbe-fails-to-meet-50-acceptance-level
TheEdge2018101609535280,5280,KIP REIT reports marginal NPI growth for 1Q,TheEdge,16/10/2018 9:53,https://www.klsescreener.com/v2/news/view/444000/kip-reit-reports-marginal-npi-growth-for-1q
TheEdge2018101609537121,7121,Xian Leng inks MoU to participate in PR1MA in Kedah,TheEdge,16/10/2018 9:53,https://www.klsescreener.com/v2/news/view/444002/xian-leng-inks-mou-to-participate-in-pr1ma-in-kedah
TheEdge2018101610042879,2879,CCM sees good chances of winning job to supply caustic soda to Rapid,TheEdge,16/10/2018 10:04,https://www.klsescreener.com/v2/news/view/444014/ccm-sees-good-chances-of-winning-job-to-supply-caustic-soda-to-rapid
TheEdge2018101610110131,131,KLCI reverses loss tracks modest regional gains,TheEdge,16/10/2018 10:11,https://www.klsescreener.com/v2/news/view/444026/klci-reverses-loss-tracks-modest-regional-gains
TheEdge2018101610115084,5084,KLCI reverses loss tracks modest regional gains,TheEdge,16/10/2018 10:11,https://www.klsescreener.com/v2/news/view/444026/klci-reverses-loss-tracks-modest-regional-gains
TheEdge2018101610119741,9741,KLCI reverses loss tracks modest regional gains,TheEdge,16/10/2018 10:11,https://www.klsescreener.com/v2/news/view/444026/klci-reverses-loss-tracks-modest-regional-gains
TheEdge2018101610167120,7120,Stock With Momentum: Acoustech,TheEdge,16/10/2018 10:16,https://www.klsescreener.com/v2/news/view/444022/stock-with-momentum-acoustech
TheEdge2018101613060131,131,KLCI pares gains as sellers outpace buyers,TheEdge,16/10/2018 13:06,https://www.klsescreener.com/v2/news/view/444126/klci-pares-gains-as-sellers-outpace-buyers
TheEdge2018101613065037,5037,KLCI pares gains as sellers outpace buyers,TheEdge,16/10/2018 13:06,https://www.klsescreener.com/v2/news/view/444126/klci-pares-gains-as-sellers-outpace-buyers
TheEdge2018101613065220,5220,KLCI pares gains as sellers outpace buyers,TheEdge,16/10/2018 13:06,https://www.klsescreener.com/v2/news/view/444126/klci-pares-gains-as-sellers-outpace-buyers
TheEdge2018101613069741,9741,KLCI pares gains as sellers outpace buyers,TheEdge,16/10/2018 13:06,https://www.klsescreener.com/v2/news/view/444126/klci-pares-gains-as-sellers-outpace-buyers
TheEdge2018101613210075,75,Focus MergeMexter,TheEdge,16/10/2018 13:21,https://www.klsescreener.com/v2/news/view/444134/focus-merge-mexter
