compound,headline,neg,neu,pos,label
0.0,ho hup signs jv for rm180m kuantan project,0.0,1.0,0.0,0
0.0,ekovest umw-og bauto econpile mahb ho hup ksl nexgram t7 kossan poh kong and sedania,0.0,1.0,0.0,0
0.0,ekovest umw-og bauto econpile mahb ho hup ksl nexgram t7 kossan poh kong and sedania,0.0,1.0,0.0,0
0.0,ekovest umw-og bauto econpile mahb ho hup ksl nexgram t7 kossan poh kong and sedania,0.0,1.0,0.0,0
0.0,klci could pause for a breather stay above 1850-level,0.0,1.0,0.0,0
0.0,klci could pause for a breather stay above 1850-level,0.0,1.0,0.0,0
0.0,intercity ridesharing startup names pahamin rajab as advisor,0.0,1.0,0.0,0
0.0,intercity ridesharing startup names pahamin rajab as advisor,0.0,1.0,0.0,0
0.1779,sedania innovator partners firm to provide greentech solutions to telco,0.0,0.841,0.159,0
0.1779,sedania innovator partners firm to provide greentech solutions to telco,0.0,0.841,0.159,0
0.0,stock with momentum sern kou resources,0.0,1.0,0.0,0
0.0,euro bahvest lien hoe nwp ykgi,0.0,1.0,0.0,0
0.4939,insider moves berjaya assets bhd comfort gloves bhd destini bhd seacera group bhd southern steel bhd,0.0,0.769,0.231,1
0.4939,insider moves berjaya assets bhd comfort gloves bhd destini bhd seacera group bhd southern steel bhd,0.0,0.769,0.231,1
0.4588,muda may have just found its sweet spot,0.0,0.7,0.3,1
-0.5719,klci dips 0.16 as negative sentiments from wall st spills over,0.27,0.73,0.0,-1
-0.5719,klci dips 0.16 as negative sentiments from wall st spills over,0.27,0.73,0.0,-1
-0.5719,klci dips 0.16 as negative sentiments from wall st spills over,0.27,0.73,0.0,-1
0.0,stock with momentum lien hoe corp,0.0,1.0,0.0,0
0.0,bahvest tfp cme eastland picorp,0.0,1.0,0.0,0
0.0,bahvest tfp cme eastland picorp,0.0,1.0,0.0,0
0.0,klci falls 0.33 as regional markets skid,0.0,1.0,0.0,0
0.0,klci falls 0.33 as regional markets skid,0.0,1.0,0.0,0
0.0,it is showtime for kotra now says its chief,0.0,1.0,0.0,0
0.0,major shareholders not aware of reason for uma says ire-tax,0.0,1.0,0.0,0
-0.4019,klci falls 0.54 tracks regional losses,0.351,0.649,0.0,-1
0.0,stock with momentum eastland equity,0.0,1.0,0.0,0
0.0,stock with momentum progressive impact corp,0.0,1.0,0.0,0
0.0,euro nwp ppb bahvest eastland,0.0,1.0,0.0,0
0.0,off-market trades malayan banking bhd rohas tecnic bhd vertice bhd fiamma holdings bhd tatt giap group bhd,0.0,1.0,0.0,0
0.0,making a mark on batu kawan,0.0,1.0,0.0,0
0.0,oka corp buys 3.6ha land in johor for rm10.1m,0.0,1.0,0.0,0
0.0,unimech appoints psychologist to head its board,0.0,1.0,0.0,0
0.0,wz satu bfood oka corp magni-tech unimech mwe pestech texchem netx zecon and ewein,0.0,1.0,0.0,0
0.0,wz satu bfood oka corp magni-tech unimech mwe pestech texchem netx zecon and ewein,0.0,1.0,0.0,0
0.0,klci seen trending sideways to hover around 1850,0.0,1.0,0.0,0
0.0,klci seen trending sideways to hover around 1850,0.0,1.0,0.0,0
-0.3182,klci erases earlier loss edges higher as select blue chips lift,0.187,0.813,0.0,-1
0.0,bahvest iretex euroteo seng,0.0,1.0,0.0,0
0.0,going for listing furniture maker wegmans eyes europe,0.0,1.0,0.0,0
0.0,golden land buys another plot in east kalimantan,0.0,1.0,0.0,0
0.0,mwe btoto wah seong vizione priceworth prg bina darulaman and golden land,0.0,1.0,0.0,0
0.0,klci seen edging higher oil and gas related stocks to be in focus,0.0,1.0,0.0,0
0.0,overhead resistance for oka corp at rm1.50 says alliancedbs research,0.0,1.0,0.0,0
0.0,apex healthcare goes into e-commerce,0.0,1.0,0.0,0
0.0,stock with momentum ire-tex corp,0.0,1.0,0.0,0
0.0,bahvest eastland teo seng,0.0,1.0,0.0,0
0.0,newsbreak mmc-gamuda-george kent consortium cccc joint venture shortlisted for mrt3,0.0,1.0,0.0,0
0.0,sarawak cable redesignates ahmad redza as md,0.0,1.0,0.0,0
0.5423,cabnet proposes three-for-eight bonus issue with warrants,0.0,0.632,0.368,1
0.6808,leweko wins pwd tender worth rm34.45m,0.0,0.417,0.583,1
0.0,eco world international george kent ytl power ykgi trc synergy lafarge leweko cabnet tnb willowglen parkson poh huat and mrcb,0.0,1.0,0.0,0
0.0,eco world international george kent ytl power ykgi trc synergy lafarge leweko cabnet tnb willowglen parkson poh huat and mrcb,0.0,1.0,0.0,0
0.0,luster industries proposes diversification into property construction,0.0,1.0,0.0,0
0.4019,klci seen drifting sideways support at 1834,0.0,0.69,0.31,1
0.4019,klci seen drifting sideways support at 1834,0.0,0.69,0.31,1
0.4404,are reits a good buy now?,0.0,0.58,0.42,1
0.4588,new property development ruling could benefit selected reits,0.0,0.7,0.3,1
0.0,stock with momentum eastland equity,0.0,1.0,0.0,0
0.0,nexgram bahvest poly glass silver ridge,0.0,1.0,0.0,0
-0.5719,klci stays in the red on negative market breadth,0.316,0.684,0.0,-1
-0.5719,klci stays in the red on negative market breadth,0.316,0.684,0.0,-1
-0.4404,insider moves fiamma holdings bhd goh ban huat bhd pegasus heights bhd rohas tecnic bhd berjaya assets bhd euro holdings bhd,0.148,0.782,0.07,-1
-0.4404,insider moves fiamma holdings bhd goh ban huat bhd pegasus heights bhd rohas tecnic bhd berjaya assets bhd euro holdings bhd,0.148,0.782,0.07,-1
-0.4404,insider moves fiamma holdings bhd goh ban huat bhd pegasus heights bhd rohas tecnic bhd berjaya assets bhd euro holdings bhd,0.148,0.782,0.07,-1
0.6808,goodway up as growth outlook stirs buying interest,0.0,0.517,0.483,1
0.296,lbi capital shares soar more than 12%,0.0,0.732,0.268,1
-0.4404,‘sentiment to stay weak for export-oriented furniture makers’,0.293,0.707,0.0,-1
0.0258,klci notches up limited gains in line with cautious region,0.26,0.551,0.189,0
0.0258,klci notches up limited gains in line with cautious region,0.26,0.551,0.189,0
0.0,stock with momentum silver ridge holdings bhd,0.0,1.0,0.0,0
0.0,panpages shin yang,0.0,1.0,0.0,0
0.0,klci rises 0.29 crosses 1860-level,0.0,1.0,0.0,0
0.3818,innity aiming for more than 30 revenue growth,0.0,0.729,0.271,1
0.3818,innity aiming for more than 30 revenue growth,0.0,0.729,0.271,1
0.0,stock with momentum shin yang shipping corp,0.0,1.0,0.0,0
0.0,eastland panpages shin yang,0.0,1.0,0.0,0
0.0,eastland panpages shin yang,0.0,1.0,0.0,0
0.0,klci up 0.39 crosses 1870-level,0.0,1.0,0.0,0
0.0,off-market trades ae multi holdings bhd industronics bhd euro holdings bhd acme holdings bhd chin hin group bhd,0.0,1.0,0.0,0
0.0,off-market trades ae multi holdings bhd industronics bhd euro holdings bhd acme holdings bhd chin hin group bhd,0.0,1.0,0.0,0
0.0,off-market trades ae multi holdings bhd industronics bhd euro holdings bhd acme holdings bhd chin hin group bhd,0.0,1.0,0.0,0
0.34,cover story robust economy lifts corporate earnings,0.0,0.714,0.286,1
0.34,cover story robust economy lifts corporate earnings,0.0,0.714,0.286,1
0.0,cover story high-yield companies continue to deliver,0.0,1.0,0.0,0
0.0,cover story high-yield companies continue to deliver,0.0,1.0,0.0,0
0.0,cover story high-yield companies continue to deliver,0.0,1.0,0.0,0
0.0,cover story high-yield companies continue to deliver,0.0,1.0,0.0,0
0.0,cover story high-yield companies continue to deliver,0.0,1.0,0.0,0
0.0,advancecon bags rm370m west coast expressway contract,0.0,1.0,0.0,0
0.2732,eversendai umw holdings scientex ann joo bina puri titijaya land sapura energy muhibbah engineering and advancecon,0.0,0.877,0.123,1
0.4019,advancecon active up 1.32 on landing rm370.1m contract,0.0,0.722,0.278,1
-0.765,klci pares gains loses 0.73 as global trade war worries rattle markets,0.464,0.412,0.124,-1
0.0,klci falls 0.67 as investor sentiment gets battered,0.0,1.0,0.0,0
0.4767,astino 2q profit hit by higher provision for lower inventory value,0.142,0.516,0.342,1
0.0,lay hong melati ehsan hai-o gamuda pesona metro and astino,0.0,1.0,0.0,0
-0.296,klci to take cue from global markets fall drift lower oil and gas stocks seen in focus,0.121,0.879,0.0,-1
0.0,still not that appealing after the fall,0.0,1.0,0.0,0
0.0,still not that appealing after the fall,0.0,1.0,0.0,0
-0.5994,klci drifts lower tracks regional losses,0.551,0.449,0.0,-1
0.0,astino falls 7.43 as 2q earnings tumbles by a third,0.0,1.0,0.0,0
0.0,klci falls 0.56 in line with the slump at regional markets,0.0,1.0,0.0,0
0.0,klci falls 0.56 in line with the slump at regional markets,0.0,1.0,0.0,0
0.1779,tech stocks extend fall on trump’s china tariffs,0.0,0.805,0.195,0
-0.1655,klci pares loss but stays down 0.42 on regional jitters,0.155,0.845,0.0,0
-0.1655,klci pares loss but stays down 0.42 on regional jitters,0.155,0.845,0.0,0
0.0,the week ahead central bank guidance inflation and stormy daniels,0.0,1.0,0.0,0
-0.1779,malaysia property shares hit by weaker broader market sentiment,0.24,0.579,0.182,0
-0.296,prolexus 2q net profit down 43 on lower sales weaker dollar,0.319,0.5,0.181,-1
0.0,court dismisses former lfe corp director’s appeal to overturn conviction,0.0,1.0,0.0,0
0.0,progressive impact to build saudi health lab for rm18.7m,0.0,1.0,0.0,0
0.0,wce holdings makes cash call to fund additional cost of west coast expressway,0.0,1.0,0.0,0
0.2732,eduspec serba dinamik mynews vivocom prolexus uchi technologies osk sapura energy progressive impact umw and mbm resources,0.0,0.884,0.116,1
0.2732,eduspec serba dinamik mynews vivocom prolexus uchi technologies osk sapura energy progressive impact umw and mbm resources,0.0,0.884,0.116,1
0.1901,klci to track global markets tick higher but gains seen limited,0.163,0.623,0.215,0
0.1901,klci to track global markets tick higher but gains seen limited,0.163,0.623,0.215,0
0.34,klci stages mild rebound tracks regional gains,0.0,0.714,0.286,1
0.0,former lfe corp director’s appeal to overturn conviction dismissed,0.0,1.0,0.0,0
0.0,klci rises 0.34 in line with regional rally,0.0,1.0,0.0,0
0.0,klci rises 0.34 in line with regional rally,0.0,1.0,0.0,0
0.34,klci pares gains up 0.24 as region rallies,0.0,0.745,0.255,1
0.34,klci pares gains up 0.24 as region rallies,0.0,0.745,0.255,1
0.25,insider moves euro holdings bhd advanced packaging technology m bhd acme holdings bhd chin hin group bhd industronics bhd,0.0,0.895,0.105,1
0.25,insider moves euro holdings bhd advanced packaging technology m bhd acme holdings bhd chin hin group bhd industronics bhd,0.0,0.895,0.105,1
0.25,insider moves euro holdings bhd advanced packaging technology m bhd acme holdings bhd chin hin group bhd industronics bhd,0.0,0.895,0.105,1
0.25,insider moves euro holdings bhd advanced packaging technology m bhd acme holdings bhd chin hin group bhd industronics bhd,0.0,0.895,0.105,1
0.25,insider moves euro holdings bhd advanced packaging technology m bhd acme holdings bhd chin hin group bhd industronics bhd,0.0,0.895,0.105,1
-0.1655,klci pares loss but stays in the red in line with region,0.13,0.87,0.0,0
0.5574,gdb makes positive market debut,0.0,0.526,0.474,1
0.0,klci dips 0.19 tracks soft global markets,0.0,1.0,0.0,0
0.0,pansar,0.0,1.0,0.0,0
0.0,dkls bags rm102m water transfer scheme contract from government,0.0,1.0,0.0,0
0.2732,s p setia tnb astro vsi puc mcil dkls priceworth international titijaya cuscapi sapura energy ock and ea technique,0.0,0.884,0.116,1
-0.0516,klci seen starting on weaker footing immediate support at 1851,0.213,0.588,0.199,0
0.0,dkls bags rm102m water transfer scheme contract from govt,0.0,1.0,0.0,0
0.0,stock with momentum pansar,0.0,1.0,0.0,0
0.0,pansar,0.0,1.0,0.0,0
0.0,metronic global bags rm50m job from mrt corp,0.0,1.0,0.0,0
-0.5267,crescendos 4q net profit slides on lower property sales declares four sen dividend,0.328,0.521,0.151,-1
0.5423,farlim group proposes 1-for-5 bonus issue,0.0,0.588,0.412,1
0.6249,eco world ewi drb-hicom pos malaysia yinson oskh crescendo bassets excel force hiap teck prestariang sapura energy and farlim,0.0,0.769,0.231,1
0.6249,eco world ewi drb-hicom pos malaysia yinson oskh crescendo bassets excel force hiap teck prestariang sapura energy and farlim,0.0,0.769,0.231,1
0.7184,klci seen ending 1q on positive note hold on to ytd gains,0.0,0.625,0.375,1
0.7184,klci seen ending 1q on positive note hold on to ytd gains,0.0,0.625,0.375,1
0.5574,klci stays in positive zone set to end 1q18 on firm note,0.0,0.753,0.247,1
0.5574,klci stays in positive zone set to end 1q18 on firm note,0.0,0.753,0.247,1
0.0,metronic global bags rm50m job from mrt corp,0.0,1.0,0.0,0
0.0,metronic global bags rm50m job from mrt corp,0.0,1.0,0.0,0
0.0,nylex sells logistics subsidiary for rm14.4m,0.0,1.0,0.0,0
0.0,sapura industrial buys land in negeri sembilan for rm15.97m,0.0,1.0,0.0,0
0.0,enra chin hin kkb engineering sumatec berjaya corp kps tnb minetech nylex and sapura industrial,0.0,1.0,0.0,0
0.0,fgv chairman azhar says group now in m&a mode,0.0,1.0,0.0,0
0.5574,klci seen kicking off 2q18 on positive note immediate hurdle at 1867,0.0,0.753,0.247,1
0.1779,amanah harta on the lookout to acquire assets,0.0,0.805,0.195,0
-0.296,lower margin from higher low-cost housing component seen for crescendo,0.196,0.804,0.0,-1
0.1531,pansar 3a solid,0.0,0.556,0.444,0
0.0,klci dips as select blue chips weigh,0.0,1.0,0.0,0
0.0,kepongs new homes,0.0,1.0,0.0,0
0.4939,rhone ma enters distribution agreement with zoetis malaysia,0.0,0.686,0.314,1
0.0,the week ahead us-china tariffs and bank negara’s 2018 outlook,0.0,1.0,0.0,0
0.0,the week ahead us-china tariffs and bank negara’s 2018 outlook,0.0,1.0,0.0,0
-0.3182,mtd acpi engineering chairman resigns due to retirement,0.247,0.753,0.0,-1
0.0,leweko licenses construction material technology to indias shinde developers,0.0,1.0,0.0,0
0.0,wct tnb leweko gfm datasonic pasukhas and hibiscus,0.0,1.0,0.0,0
-0.4767,poor april start at wall street seen weighing down klci,0.256,0.744,0.0,-1
0.0,rhone ma inks deal for animal products,0.0,1.0,0.0,0
0.0,rashid omar retires as mtd acpi chairman,0.0,1.0,0.0,0
0.5859,new petronas job win timely for kkb engineering,0.0,0.648,0.352,1
0.0,stock with momentum pansar,0.0,1.0,0.0,0
0.0258,malaysia technology shares hit after us stock drop,0.204,0.583,0.214,0
0.0,klci slips 0.19 tracks regional peers,0.0,1.0,0.0,0
0.2732,insider moves 7-eleven malaysia holdings bhd ablegroup bhd frontken corp bhd iris corp bhd sapura energy bhd fraser neave holdings bhd,0.0,0.905,0.095,1
-0.0516,walmart’s strategy come for medication leave with more buys,0.13,0.87,0.0,0
-0.4019,klci hovers below 1850-point level tracks regional losses,0.278,0.722,0.0,-1
0.0,kps executive chairman chuas directorate changed to non-executive,0.0,1.0,0.0,0
0.0,china ouhua expected to receive land title transfer in a month,0.0,1.0,0.0,0
0.0,mrcb gamuda ytl corp perak corp protasco ghl dialog and china ouhua,0.0,1.0,0.0,0
0.0,klci seen trending higher immediate hurdle at 1841,0.0,1.0,0.0,0
0.0,china ouhua’s land buy expected to receive title transfer soon,0.0,1.0,0.0,0
0.3182,white horse aims to increase export volume,0.0,0.723,0.277,1
0.0,us-china trade spat overshadows ge14 announcement,0.0,1.0,0.0,0
0.0,myra meranti phase 2 opens for sale on sunday,0.0,1.0,0.0,0
0.0,tafis executive chairman made managing director,0.0,1.0,0.0,0
0.0,external auditor issues qualified opinion on g neptune’s fy17 financials,0.0,1.0,0.0,0
0.3612,ta enterprise ni hsin caely lion diversified comfort gloves suria capital tafi industries sanichi g neptune and press metal,0.0,0.872,0.128,1
0.3612,ta enterprise ni hsin caely lion diversified comfort gloves suria capital tafi industries sanichi g neptune and press metal,0.0,0.872,0.128,1
-0.34,klci seen trending sideways dissolution of parliament removes uncertainties,0.231,0.769,0.0,-1
-0.34,klci seen trending sideways dissolution of parliament removes uncertainties,0.231,0.769,0.0,-1
0.2263,advancecon may be worth a second look,0.0,0.725,0.275,1
0.296,share buy-backs hit 19-month high,0.0,0.645,0.355,1
0.296,share buy-backs hit 19-month high,0.0,0.645,0.355,1
0.0,run-up to ge14 the dr m factor shakes up contest for kedah,0.0,1.0,0.0,0
0.0,klci rises 0.58 crosses 1840-level as petronas stocks lift,0.0,1.0,0.0,0
0.0,the week ahead eyes on exports data parliament’s last week,0.0,1.0,0.0,0
0.0,symphony life plans to raise up to rm146m via rights issue,0.0,1.0,0.0,0
0.0,serba dinamik fgv ikhmas jaya ireka symphony life ucrest cypark kumpulan perangsang selangor and gamuda,0.0,1.0,0.0,0
0.0,klci seen trending higher immediate hurdle at 1851,0.0,1.0,0.0,0
-0.4939,ex-lfe corp director alan rajendram jailed 3 years for cbt,0.286,0.714,0.0,-1
0.0,insider moves ae multi holdings bhd cuscapi bhd nexgram holdings bhd lien hoe corp bhd wah seong corp bhd,0.0,1.0,0.0,0
0.0,insider moves ae multi holdings bhd cuscapi bhd nexgram holdings bhd lien hoe corp bhd wah seong corp bhd,0.0,1.0,0.0,0
0.4215,grand-flo to venture into construction after gaining control of property unit,0.0,0.781,0.219,1
0.0,lai yunjun is ceo of industronics ,0.0,1.0,0.0,0
0.0,tsr capital vertice prestariang yfg boustead holdings sanichi technology grand-flo hap seng plantations minetech resources destini sasbadi and mmc corp,0.0,1.0,0.0,0
0.4767,klci to extend gains move above 1860-level,0.0,0.549,0.451,1
0.4767,klci to extend gains move above 1860-level,0.0,0.549,0.451,1
0.0,grand-flo to go into construction,0.0,1.0,0.0,0
0.3818,prolexus expected to resume growth in fy19,0.0,0.698,0.302,1
0.0,nwp asdion kps consortium nexgram shangri-la,0.0,1.0,0.0,0
0.34,klci pares gains tracks modest regional markets,0.0,0.714,0.286,1
0.34,klci pares gains tracks modest regional markets,0.0,0.714,0.286,1
0.0,tan thian poh is asia brands chairman ng chin huat becomes groups md,0.0,1.0,0.0,0
0.0,benalec to raise up to rm31.4m via private placement,0.0,1.0,0.0,0
0.2732,fitters diversified datasonic benalec sapura energy cypark pharmaniaga encorp public bank harn len and suria capital,0.0,0.877,0.123,1
0.0,klci to take a breather in line with global dip stay above 1860-level,0.0,1.0,0.0,0
0.0,klci to take a breather in line with global dip stay above 1860-level,0.0,1.0,0.0,0
0.0,tan thian poh is asia brands chairman ng chin huat becomes md,0.0,1.0,0.0,0
0.0,off-market trades power root bhd xian leng holdings bhd federal furniture holdings m bhd bertam alliance bhd signature international bhd apex equity holdings bhd,0.0,1.0,0.0,0
0.0,cover story mammoth task ahead for fgv,0.0,1.0,0.0,0
0.5423,rex industry scraps rm20.83m rights with bonus issue,0.0,0.667,0.333,1
0.0,dolphin mms ventures boustead plantations klccp stapled group carlsberg rex maybank boustead holdings n2n connect iwcity perak transit destini malakoff drb-hicom pos malaysia and kerjaya prospek,0.0,1.0,0.0,0
0.4767,klci to take cue from global rally and extend gains eye 1880-level,0.0,0.709,0.291,1
-0.3182,klci pares loss as global markets stage recovery,0.247,0.753,0.0,-1
0.0,bio osmo up 40 on proposed hotel buy from major shareholder,0.0,1.0,0.0,0
0.8658,2018 the edge thomson reuters lipper fund awards pacific mutual fund bhd won four individual awards,0.0,0.573,0.427,1
0.34,klci edges higher tracks regional gains,0.0,0.676,0.324,1
0.34,klci ekes out marginal gains amid choppy trade,0.0,0.745,0.255,1
0.0,the week ahead eyes on ge14 polling date and us-china tariff tussle,0.0,1.0,0.0,0
0.0,run-up to ge14 the dr m factor shakes up contest for kedah,0.0,1.0,0.0,0
0.0,ihh acme bina darulaman rhb bank kelington nwp and southern steel,0.0,1.0,0.0,0
0.34,klci to take cue from wall street gains stay above 1870,0.0,0.806,0.194,1
0.0,nada wangi is now acme’s largest shareholder,0.0,1.0,0.0,0
-0.4019,klci pares losses as regional markets advance,0.31,0.69,0.0,-1
0.0,asdion ecm nexgram ykgi iretex,0.0,1.0,0.0,0
0.0,asdion ecm nexgram ykgi iretex,0.0,1.0,0.0,0
0.0,insider moves tiger synergy bhd skh consortium bhd silver ridge holdings bhd maxwell international holdings bhd power root bhd apex equity holdings bhd,0.0,1.0,0.0,0
-0.4215,bsl corp unit fails in second appeal against import duty payment,0.219,0.781,0.0,-1
0.0,shh resources buys kajang land for rm10m for maiden property development venture,0.0,1.0,0.0,0
0.0,mhb inta bina zelan bsl shh bumi armada and globaltec,0.0,1.0,0.0,0
0.0,mhb inta bina zelan bsl shh bumi armada and globaltec,0.0,1.0,0.0,0
0.0,klci to trade range bound stay above 1880-level,0.0,1.0,0.0,0
0.0,klci to trade range bound stay above 1880-level,0.0,1.0,0.0,0
0.0,binasat may rise higher says rhb retail research,0.0,1.0,0.0,0
-0.4215,bsl corp unit fails in second appeal against import duty payment,0.219,0.781,0.0,-1
0.4404,klci retreats on mild profit taking,0.0,0.633,0.367,1
0.0,stock with momentum ire-tex corp,0.0,1.0,0.0,0
0.0,kobay picorp,0.0,1.0,0.0,0
0.0,kobay picorp,0.0,1.0,0.0,0
0.0,klci dips 0.2 as sellers outpace buyers,0.0,1.0,0.0,0
0.0,klci dips 0.2 as sellers outpace buyers,0.0,1.0,0.0,0
0.5859,china’s crackdown on polluting factories helps boost demand for chin well’s fasteners,0.095,0.57,0.335,1
0.0,kuwait finance house to sell menara prestige,0.0,1.0,0.0,0
0.0,kuwait finance house to sell menara prestige,0.0,1.0,0.0,0
0.0,keck seng close to taking stake in accors hotel investment firm,0.0,1.0,0.0,0
0.0,smtrack drops plan to buy tutti frutti master licensor,0.0,1.0,0.0,0
0.0,aeon t7 global zhulian plb keck seng ccm maybank mbmr and umwh,0.0,1.0,0.0,0
0.0,aeon t7 global zhulian plb keck seng ccm maybank mbmr and umwh,0.0,1.0,0.0,0
0.0,klci to trend sideways stay above 1870 level,0.0,1.0,0.0,0
0.0,klci to trend sideways stay above 1870 level,0.0,1.0,0.0,0
0.0,keck seng close to taking stake in accor’s hotel investment firm,0.0,1.0,0.0,0
0.0,klci rises 0.47 tracks regional advance,0.0,1.0,0.0,0
0.0,stock with momentum kobay technology,0.0,1.0,0.0,0
0.0,stock with momentum progressive impact corp,0.0,1.0,0.0,0
0.34,klci pares gains stays up 0.47 in line with region,0.0,0.789,0.211,1
0.0,asdion handal supermax deleum k-star mmag,0.0,1.0,0.0,0
0.0,minda global gets extension to submit 2017 annual report,0.0,1.0,0.0,0
0.0,off-market trades sarawak plantation bhd green packet bhd lay hong bhd tenaga nasional bhd xian leng holdings bhd mct bhd,0.0,1.0,0.0,0
0.0,off-market trades sarawak plantation bhd green packet bhd lay hong bhd tenaga nasional bhd xian leng holdings bhd mct bhd,0.0,1.0,0.0,0
0.0,minda global sees 7.26 stake traded off market,0.0,1.0,0.0,0
0.0,ihh maxis hektar reit bat mk land handal bina darulaman destini ikhmas jaya vizione and puc,0.0,1.0,0.0,0
0.3612,klci to take a breather and pullback in like with wall street slide,0.0,0.815,0.185,1
0.3612,klci to take a breather and pullback in like with wall street slide,0.0,0.815,0.185,1
0.0,hektar reit maintains retail focus,0.0,1.0,0.0,0
0.2263,bina darulaman to capitalise on undeveloped land bank worth rm344.4m,0.0,0.826,0.174,1
0.0,handal ire-tex kstar nexgram,0.0,1.0,0.0,0
0.0,handal ire-tex kstar nexgram,0.0,1.0,0.0,0
0.0,tek seng to appeal court decision to uphold tnb’s rm5.09m claim,0.0,1.0,0.0,0
0.0,sinotop plans to buy at least 60 stake in construction outfit asianmax,0.0,1.0,0.0,0
0.0,ae multi sees 6.17 stake traded off-market,0.0,1.0,0.0,0
0.0,ae multi sees 6.17 stake traded off-market,0.0,1.0,0.0,0
0.2023,maybank sinotop umw top glove tek seng tnb daya materials yinson and cimb,0.0,0.87,0.13,1
0.2023,maybank sinotop umw top glove tek seng tnb daya materials yinson and cimb,0.0,0.87,0.13,1
0.0,klci to trade range bound stay above 1870-level,0.0,1.0,0.0,0
0.0,klci to trade range bound stay above 1870-level,0.0,1.0,0.0,0
0.0,tri-mode founder proved right,0.0,1.0,0.0,0
0.0,tri-mode founder proved right,0.0,1.0,0.0,0
0.0,tri-mode founder proved right,0.0,1.0,0.0,0
0.4404,federal furniture sees profit to be construction-led,0.0,0.674,0.326,1
0.2023,maybank sinotop umw top glove tek seng tnb daya materials yinson and cimb,0.0,0.87,0.13,1
0.2023,maybank sinotop umw top glove tek seng tnb daya materials yinson and cimb,0.0,0.87,0.13,1
0.0,stock with momentum ire-tex corp,0.0,1.0,0.0,0
0.0,stock with momentum kstar sports ltd -ve),0.0,1.0,0.0,0
0.0,tech stocks slide following sell-off in us last week,0.0,1.0,0.0,0
0.0,asdion eastland ire-tex panpages,0.0,1.0,0.0,0
0.0,asdion eastland ire-tex panpages,0.0,1.0,0.0,0
0.0,klci down 0.28 in line with region small caps tech stocks slide,0.0,1.0,0.0,0
0.296,lead story share price weakness presents opportunity,0.237,0.339,0.424,1
0.0,the week ahead eyes on oil prices ringgit ahead of ge14 us and tpp,0.0,1.0,0.0,0
0.296,lead story share price weakness presents opportunity,0.237,0.339,0.424,1
0.0,the week ahead eyes on oil prices ringgit ahead of ge14 us and tpp,0.0,1.0,0.0,0
0.296,lead story share price weakness presents opportunity,0.237,0.339,0.424,1
0.0,the week ahead eyes on oil prices ringgit ahead of ge14 us and tpp,0.0,1.0,0.0,0
0.5106,newsbreak foreign insurers propose to set up healthcare trust,0.0,0.708,0.292,1
0.0,amtek’s disposal of crocodile brand inventories is reasonable says independent adviser,0.0,1.0,0.0,0
0.0,amtek’s disposal of crocodile brand inventories is reasonable says independent adviser,0.0,1.0,0.0,0
0.0,guocoland igb reit tnb axis reit cycle carriage bintang gadang priceworth amtek and pecca,0.0,1.0,0.0,0
0.0,local aluminium stocks continue to decline,0.0,1.0,0.0,0
0.0,stock with momentum eastland equity,0.0,1.0,0.0,0
0.0,lee swee kiat progressive impact panpages,0.0,1.0,0.0,0
0.0,insider moves sarawak consolidated industries bhd press metal aluminium holdings bhd felda global ventures holdings bhd serba dinamik holdings bhd nexgram holdings bhd shangri-la hotels m bhd my eg services bhd,0.0,1.0,0.0,0
0.7003,minetech resources unit wins solar plant job from energy commission,0.0,0.58,0.42,1
0.0,sarawak consolidated calls off deal to buy affordable housing developer,0.0,1.0,0.0,0
0.3182,court rules against eka noodles in case favouring bank pertanian,0.0,0.796,0.204,1
0.0,unisem globetronics minetech lotte chemical titan sarawak consolidated westports cmmt tasek ihh and eka noodles,0.0,1.0,0.0,0
0.0,unisem globetronics minetech lotte chemical titan sarawak consolidated westports cmmt tasek ihh and eka noodles,0.0,1.0,0.0,0
0.0,unisem globetronics minetech lotte chemical titan sarawak consolidated westports cmmt tasek ihh and eka noodles,0.0,1.0,0.0,0
0.5267,klci to extend consolidation immediate support at 1865,0.0,0.577,0.423,1
0.5267,klci to extend consolidation immediate support at 1865,0.0,0.577,0.423,1
0.5267,klci to extend consolidation immediate support at 1865,0.0,0.577,0.423,1
0.0,minetech rises 5 after subsidiary bags solar power plant contract,0.0,1.0,0.0,0
0.0,sarawak consolidated calls off deal to buy ibs factory owner,0.0,1.0,0.0,0
0.5719,minetech unit wins solar plant job,0.0,0.575,0.425,1
-0.3818,eka noodles falls 7.69 on losing court case,0.271,0.729,0.0,-1
0.0,stock with momentum progressive impact corp,0.0,1.0,0.0,0
-0.5719,klci falls 0.77 sentiment remains negative,0.425,0.575,0.0,-1
0.0,lb aluminium to buy subang jaya industrial property for rm25m,0.0,1.0,0.0,0
0.0,amfirst reit ceo to step down on july 27,0.0,1.0,0.0,0
0.0,k-star sees 4.5 stake traded off market,0.0,1.0,0.0,0
0.0,external auditor issues qualified opinion on china ouhua’s financial report,0.0,1.0,0.0,0
0.4939,dutch lady cimb axis reit klk hap seng caring protasco priceworth lb aluminium vertice prg amfirst reit maxwell and china ouhua,0.0,0.862,0.138,1
0.4939,dutch lady cimb axis reit klk hap seng caring protasco priceworth lb aluminium vertice prg amfirst reit maxwell and china ouhua,0.0,0.862,0.138,1
